id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
165,00165 SP 2,10:18.9,10:24.1,5.17s,của truyền thông của mạng xã hội nó thay đổi và buộc lòng những người làm truyền thông họ cũng phải thay đổi cái mindset đó,của truyền thông của mạng xã hội nó thay đổi và buộc lòng những người làm truyện họ cũng phải thay cái mindset đó,26,24,23,1,2,0,3,0.11538461538461539,False,"[{""reference"": ""truyền"", ""hypothesis"": ""truyện"", ""reference_position"": [16, 17], ""hypothesis_position"": [16, 17], ""type"": ""substitution""}]","[{""reference"": ""thông"", ""hypothesis"": """", ""reference_position"": [17, 18], ""hypothesis_position"": [17, 17], ""type"": ""deletion""}, {""reference"": ""đổi"", ""hypothesis"": """", ""reference_position"": [22, 23], ""hypothesis_position"": [21, 21], ""type"": ""deletion""}]",[],,False
166,00166 SP 2,10:24.4,10:28.9,4.42s,và từ đó em sẽ thấy là không phải chỉ người làm truyền thông mà rất nhiều công ty truyền thông,và từ đó em sẽ thấy là không phải chỉ người làm truyền thông mà rất nhiều cái công ty truyện,21,21,19,1,1,1,3,0.14285714285714285,False,"[{""reference"": ""truyền"", ""hypothesis"": ""truyện"", ""reference_position"": [19, 20], ""hypothesis_position"": [20, 21], ""type"": ""substitution""}]","[{""reference"": ""thông"", ""hypothesis"": """", ""reference_position"": [20, 21], ""hypothesis_position"": [21, 21], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [17, 17], ""hypothesis_position"": [17, 18], ""type"": ""insertion""}]",,False
167,00167 SP 2,10:29.3,10:32.9,3.61s,họ cũng thay đổi toàn bộ cái cấu trúc và mô hình công việc của mình để đáp ứng với thị trường,họ cũng thay đổi toàn bộ cái cấu trúc và mô hình công việc của mình để đáp ứng với thị trường,22,22,22,0,0,0,0,0.0,True,[],[],[],,False
168,00168 SP 2,10:33.3,10:35.4,2.06s,và từ đó mình sẽ thấy là có những công ty họ fail,và từ đó mình sẽ thấy là có những công ty họ fail,13,13,13,0,0,0,0,0.0,True,[],[],[],sai với từ tiếng anh,True
169,00169 SP 2,10:35.9,10:37.7,1.84s,và có những công ty tự nhiên họ win lên,và có những công ty tự nhiên họ winless,10,9,8,1,1,0,2,0.2,False,"[{""reference"": ""win"", ""hypothesis"": ""winless"", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]","[{""reference"": ""lên"", ""hypothesis"": """", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 9], ""type"": ""deletion""}]",[],,False
170,00170 SP 2,10:38.3,10:42.8,4.50s,những công ty họ fail có khi trước đó họ đã có một đế chế rất là mạnh xây dựng trên cái cách làm truyền thông cũ,những công ty họ fail có khi trước đó họ đã có một đế chế rất là mạnh xây dựng trên cái cách làm truyền thông cũ,27,27,27,0,0,0,0,0.0,True,[],[],[],tiếng anh sai,True
171,00171 SP 2,10:43.2,10:44.9,1.66s,nhưng sau đó họ fail là bởi vì họ fix,nhưng sau đó họ fail là bởi vì họ fix,10,10,10,0,0,0,0,0.0,True,[],[],[],qwen tinh chỉnh chọn sai,True
172,00172 SP 2,10:45.3,10:47.7,2.42s,tại vì họ đã quá thành công nên họ ngại thay đổi,tại vì họ đã quá thành công nên họ ngại thay đổi,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
173,00173 SP 2,10:48.1,10:52.0,3.89s,hoặc tại vì họ đã đang thành công cho nên họ không thấy là lý do gì tôi phải thay đổi hết,hoặc tại vì họ đã đang thành công cho nên họ không thấy là lý do gì tôi phải thay đổi hết,22,22,22,0,0,0,0,0.0,True,[],[],[],,False
174,00174 SP 2,10:52.5,10:59.3,6.78s,cho nên cái bẫy của fixed mindset là như vậy đó khi mình gặp sập cái bảy của fixed mindset là thường là bởi vì mình đang thành công chứ không phải do mình thất bại đâu,cho nên cái bẫy của fixed mindset là như vậy đó khi mình gặp sập cái bảy của fixed mindset là thường là bởi vì mình đang thành công chứ không phải do mình thất bại đâu,37,37,37,0,0,0,0,0.0,True,[],[],[],qwen tinh chỉnh chọn sai,True
175,00175 SP 1,11:00.3,11:01.1,0.76s,vậy thì,vậy thì,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
176,00176 SP 1,11:01.6,11:04.5,2.94s,ví dụ bản thân của anh đi em muốn nghe một câu chuyện một lần,ví dụ bản thân của anh đi em muốn nghe một câu chuyện một lần,15,15,15,0,0,0,0,0.0,True,[],[],[],,False
177,00177 SP 1,11:04.8,11:09.7,4.84s,mà khi mình ngã rồi mình quay lại mình thấy ồ hóa ra mình đã fix nó cứng đến như vậy nó cứng lên mức là mình ngã,mà khi mình ngã rồi mình quay lại mình thấy ồ hóa ra mình đã fix nó cứng đến như vậy nó cứng lên mức là mình ngá,28,28,27,1,0,0,1,0.03571428571428571,False,"[{""reference"": ""ngã"", ""hypothesis"": ""ngá"", ""reference_position"": [27, 28], ""hypothesis_position"": [27, 28], ""type"": ""substitution""}]",[],[],,False
178,00178 SP 2,11:09.9,11:10.6,0.68s,ừm,ừm,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
179,00179 SP 2,11:11.5,11:12.5,1.04s,anh nghĩ là,anh nghĩ là,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
180,00180 SP 2,11:13.5,11:14.5,1.08s,bản thân anh cũng,bản thân anh cũng,4,4,4,0,0,0,0,0.0,True,[],[],[],,False
181,00181 SP 2,11:15.2,11:17.9,2.76s,nhiều rớt trong đó ví dụ như một cái trường hợp đi anh làm mà,nhiều rơi trong đó ví dụ như một cái trường hợp anh làm,15,13,12,1,2,0,3,0.2,False,"[{""reference"": ""rớt"", ""hypothesis"": ""rơi"", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]","[{""reference"": ""đi"", ""hypothesis"": """", ""reference_position"": [11, 12], ""hypothesis_position"": [11, 11], ""type"": ""deletion""}, {""reference"": ""mà"", ""hypothesis"": """", ""reference_position"": [14, 15], ""hypothesis_position"": [13, 13], ""type"": ""deletion""}]",[],asr sao,True
182,00182 SP 2,11:18.7,11:19.7,1.04s,anh làm hoa hậu hoàn vũ,anh làm hoa hoang bố,6,5,3,2,1,0,3,0.5,False,"[{""reference"": ""hậu hoàn"", ""hypothesis"": ""hoang bố"", ""reference_position"": [3, 5], ""hypothesis_position"": [3, 5], ""type"": ""substitution""}]","[{""reference"": ""vũ"", ""hypothesis"": """", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 5], ""type"": ""deletion""}]",[],asr sai,True
183,00183 SP 2,11:21.4,11:22.0,0.60s,và,về,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""và"", ""hypothesis"": ""về"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
184,00184 SP 2,11:22.8,11:25.9,3.14s,anh làm một số chương trình thực tế với unimedia,anh làm một số chuyên nghiệp truyền hợp tế với unimedia,10,11,7,3,0,1,4,0.4,False,"[{""reference"": ""chương trình thực"", ""hypothesis"": ""nghiệp truyền hợp"", ""reference_position"": [4, 7], ""hypothesis_position"": [5, 8], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""chuyên"", ""reference_position"": [4, 4], ""hypothesis_position"": [4, 5], ""type"": ""insertion""}]",,False
185,00185 SP 2,11:26.9,11:32.5,5.61s,thì lúc mà anh tin anh tin một cái điểm là khán giả họ cần thêm những yếu tố có tính kiến thức thông tin,thì lúc mà anh tin một cái điểm là khán giả họ cần thêm những yếu tố có tính kiến thức thông tin,25,23,23,0,2,0,2,0.08,False,[],"[{""reference"": ""anh tin"", ""hypothesis"": """", ""reference_position"": [5, 7], ""hypothesis_position"": [5, 5], ""type"": ""deletion""}]",[],,False
186,00186 SP 2,11:33.1,11:34.6,1.56s,vào trong những chương trình giải trí,vào trong những chương trình giải trí,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
187,00187 SP 2,11:35.5,11:38.0,2.44s,và anh nghĩ là à ok mình có thể mang đến cái giá trị đó được,và anh nghĩ là à ok mình có thể mang đến cái giá trị đó được,16,16,16,0,0,0,0,0.0,True,[],[],[],asr thiếu,True
188,00188 SP 2,11:38.5,11:39.1,0.58s,thì,thì,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
189,00189 SP 2,11:39.5,11:42.9,3.42s,anh mới gọi là nhúng tay vào trực tiếp các chương trình để anh,anh mới nhúng tay vào trực tiếp các chương trình để anh,14,12,12,0,2,0,2,0.14285714285714285,False,[],"[{""reference"": ""gọi là"", ""hypothesis"": """", ""reference_position"": [2, 4], ""hypothesis_position"": [2, 2], ""type"": ""deletion""}]",[],,False
190,00190 SP 2,11:43.2,11:45.2,1.96s,mang thêm nhiều cái yếu tố nó học thuật hơn chút xíu,mang thêm nhiều cái yếu tố nó học thuộc hơn chút xíu,12,12,11,1,0,0,1,0.08333333333333333,False,"[{""reference"": ""thuật"", ""hypothesis"": ""thuộc"", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]",[],[],,False
191,00191 SP 2,11:46.6,11:51.5,4.89s,ví dụ như anh ra đề cho chương trình việt nam why not đi chẳng hạn hoặc là những cái đề bài của cuộc thi,ví dụ như anh ra đề cho chương trình việt nam white note đi chẳng hạn hoặc là những cái đề bài của cuộc thi,25,25,23,2,0,0,2,0.08,False,"[{""reference"": ""why not"", ""hypothesis"": ""white note"", ""reference_position"": [11, 13], ""hypothesis_position"": [11, 13], ""type"": ""substitution""}]",[],[],asr sai với tiếng anh,True
192,00192 SP 2,11:51.9,11:58.2,6.32s,hoa hậu hoàn vũ việt nam mà mọi người thấy cái chương trình truyền thực tế thì có những câu debate sẽ câu câu ứng xử thì thường là anh sẽ đặt đề vào,hoa hậu ẩn vũ việt nam mọi người thấy cái chương trình truyền lực tế thì có những câu debate câu ứng xử thì thường là anh sẽ đặt đề vào,34,31,29,2,3,0,5,0.14705882352941177,False,"[{""reference"": ""hoàn"", ""hypothesis"": ""ẩn"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}, {""reference"": ""thực"", ""hypothesis"": ""lực"", ""reference_position"": [14, 15], ""hypothesis_position"": [13, 14], ""type"": ""substitution""}]","[{""reference"": ""mà"", ""hypothesis"": """", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}, {""reference"": ""sẽ câu"", ""hypothesis"": """", ""reference_position"": [21, 23], ""hypothesis_position"": [20, 20], ""type"": ""deletion""}]",[],asr sai tiếng anh,True
193,00193 SP 2,11:58.7,12:00.8,2.10s,thì trong đó có những cái mà anh nghĩ là,thì trong đó có những cái mà anh nghĩ là,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
194,00194 SP 2,12:01.1,12:03.1,2.00s,mình mình cũng tự hào là mình làm được,mình cũng tự hào là mình làm được,9,8,8,0,1,0,1,0.1111111111111111,False,[],"[{""reference"": ""mình"", ""hypothesis"": """", ""reference_position"": [1, 2], ""hypothesis_position"": [1, 1], ""type"": ""deletion""}]",[],,False
195,00195 SP 2,12:03.6,12:05.1,1.52s,mang được thêm cái giá trị kiến thức,và mang được thêm cái giá trị kiến thức,8,9,8,0,0,1,1,0.125,False,[],[],"[{""reference"": """", ""hypothesis"": ""và"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,False
196,00196 SP 2,12:05.5,12:07.3,1.82s,nhưng có những cái anh cũng thấy là à okay,nhưng có những cái anh cũng thấy là ảo kê,10,10,8,2,0,0,2,0.2,False,"[{""reference"": ""à okay"", ""hypothesis"": ""ảo kê"", ""reference_position"": [8, 10], ""hypothesis_position"": [8, 10], ""type"": ""substitution""}]",[],[],asr sai,True
197,00197 SP 2,12:07.7,12:08.4,0.74s,đôi khi nó,đôi khi nó,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
198,00198 SP 2,12:08.9,12:09.6,0.76s,hàn lâm quá,hèn lắm quá,3,3,1,2,0,0,2,0.6666666666666666,False,"[{""reference"": ""hàn lâm"", ""hypothesis"": ""hèn lắm"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
199,00199 SP 2,12:10.3,12:13.1,2.72s,nó học thuật quá lại không phải là cái phù hợp cho giải trí,nó học thuật quá lại không phải là cái phù hợp cho giải trí,14,14,14,0,0,0,0,0.0,True,[],[],[],,False
200,00200 SP 2,12:13.5,12:16.9,3.34s,và cuối cùng là khán giả họ còn không cảm thấy đủ hứng thú để coi,và cuối cùng là khán giả họ còn không cảm thấy đủ hứng thú để coi,16,16,16,0,0,0,0,0.0,True,[],[],[],,False
201,00201 SP 2,12:17.3,12:20.1,2.79s,thì lấy gì để mà người ta tiếp nhận cái kiến thức mà mình muốn truyền tải,thì lấy gì để mà người ta tiếp nhận cái kiến thức mình muốn truyền tải,17,16,16,0,1,0,1,0.058823529411764705,False,[],"[{""reference"": ""mà"", ""hypothesis"": """", ""reference_position"": [12, 13], ""hypothesis_position"": [12, 12], ""type"": ""deletion""}]",[],,False
202,00202 SP 2,12:20.5,12:22.3,1.82s,cho nên trước khi mình muốn nói tới những cái học thuật,cho nên trước khi mình muốn nói tới những cái học thuật,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
203,00203 SP 2,12:22.9,12:25.3,2.40s,thì mình phải học được cách làm giải trí đã,thì mình phải học được cách làm giải trí đã,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
204,00204 SP 2,12:26.4,12:32.1,5.70s,và để học được cách làm giải trí thì đó thay vì anh chỉ nhảy vô anh đưa yếu tố học thuật vào thì đầu tiên anh phải mở ra đến,và để học được cách làm giải trí thì đó thay vì anh chỉ nhảy vô anh đưa yếu tố học thuật vào thì đầu tiên anh phải mở ra để anh,31,32,30,1,0,1,2,0.06451612903225806,False,"[{""reference"": ""đến"", ""hypothesis"": ""anh"", ""reference_position"": [30, 31], ""hypothesis_position"": [31, 32], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""để"", ""reference_position"": [30, 30], ""hypothesis_position"": [30, 31], ""type"": ""insertion""}]",,False
205,00205 SP 2,12:32.5,12:33.9,1.38s,kiếm một cái đội ngũ làm giải trí tốt,kiếm một cái đội ngũ làm giải trí tốt,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
206,00206 SP 2,12:34.5,12:40.5,5.92s,nên sau đó anh mới thay đổi cái công thức vận chuyển thực tế của tụi anh lại ngày xưa thì anh gom cái đó lại để trong nhà anh tự làm thôi,nên sau đó anh mới thay đổi cái công thức bệnh truyền thực tế của arthur anh lại ngày xưa thì anh gom cái đó lại để trong nhà anh tự làm thôi,33,33,30,3,0,0,3,0.09090909090909091,False,"[{""reference"": ""vận chuyển"", ""hypothesis"": ""bệnh truyền"", ""reference_position"": [10, 12], ""hypothesis_position"": [10, 12], ""type"": ""substitution""}, {""reference"": ""tụi"", ""hypothesis"": ""arthur"", ""reference_position"": [15, 16], ""hypothesis_position"": [15, 16], ""type"": ""substitution""}]",[],[],asr sai do tiếng thu hơi khó nghe,True
207,00207 SP 2,12:40.9,12:41.6,0.78s,mọi thứ anh tự,mọi thứ ơn tự,4,4,3,1,0,0,1,0.25,False,"[{""reference"": ""anh"", ""hypothesis"": ""ơn"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],[],,False
208,00208 SP 2,12:42.3,12:44.9,2.62s,xây dựng hết và anh cố gắng làm cho nó,xây dựng hết và anh cố gắng làm cho nó,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
209,00209 SP 2,12:45.3,12:48.3,3.02s,anh dùng từ là có giá trị nhất theo cái cách nghĩ của mình đó là hàn lâm,anh dùng từ là có giá trị nhất theo cái cách nghĩ của mình đó là hàng lăm,18,18,16,2,0,0,2,0.1111111111111111,False,"[{""reference"": ""hàn lâm"", ""hypothesis"": ""hàng lăm"", ""reference_position"": [16, 18], ""hypothesis_position"": [16, 18], ""type"": ""substitution""}]",[],[],từ tiếng việt sai hàn lầm => hàng lâm,True
210,00210 SP 2,12:48.8,12:51.7,2.90s,nhưng mà sau đó thì bây giờ anh bỏ cái suy nghĩ rồi,nhưng mà sau đó thì bây giờ anh bỏ cái suy nghĩ rồi,13,13,13,0,0,0,0,0.0,True,[],[],[],,False
211,00211 SP 1,12:52.9,12:55.4,2.48s,không à cá nhân em theo dõi qua mấy mùa thì thấy,không à cá nhân em theo dõi qua mấy mùa thì thấy,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
212,00212 SP 1,12:55.8,12:58.5,2.71s,chương trình truyền hình thực tế của hoàn vũ đi cũng có nhiều thay đổi thật,sương trình truyền hình thực tế của hoàng vũ đi cũng có nhiều thay đổi thật,16,16,14,2,0,0,2,0.125,False,"[{""reference"": ""chương"", ""hypothesis"": ""sương"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}, {""reference"": ""hoàn"", ""hypothesis"": ""hoàng"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}]",[],[],asr sai,True
213,00213 SP 2,12:57.7,12:58.1,0.36s,ừ,ừ,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
214,00214 SP 2,12:58.6,12:59.0,0.38s,yeah,dạ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""dạ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,True
215,00215 SP 2,12:59.3,13:01.9,2.58s,và cũng có những thay đổi để mà được tới ngày hôm nay,và cũng có những thay đổi để mà được tới ngày hôm nay,13,13,13,0,0,0,0,0.0,True,[],[],[],,False
216,00216 SP 2,13:02.2,13:05.5,3.30s,thì chắc chắn là nó cũng có những thay đổi mà anh đã tự thấy là anh sai rồi đó,thì chắc chắn là nó cũng có những cái thay đổi mà anh đã tự thấy là anh sai rồi đó,20,21,20,0,0,1,1,0.05,False,[],[],"[{""reference"": """", ""hypothesis"": ""cái"", ""reference_position"": [8, 8], ""hypothesis_position"": [8, 9], ""type"": ""insertion""}]",,False
217,00217 SP 2,13:06.1,13:09.9,3.82s,và chắc mọi người không biết nhưng ekip của anh lại hiểu rất rõ cái quá trình đó,và chắc mọi người không biết nhưng ekip của anh là hiểu rất rõ cái quá trình đó,18,18,17,1,0,0,1,0.05555555555555555,False,"[{""reference"": ""lại"", ""hypothesis"": ""là"", ""reference_position"": [10, 11], ""hypothesis_position"": [10, 11], ""type"": ""substitution""}]",[],[],,False
218,00218 SP 1,13:10.7,13:13.7,3.00s,sau cái phần trả lời này là khán giả sẽ ồ a ekip của anh hỏi,sau cái phần trả lời này là khán giả sẽ ồ bà ekip của anh hỏi,16,16,15,1,0,0,1,0.0625,False,"[{""reference"": ""a"", ""hypothesis"": ""bà"", ""reference_position"": [11, 12], ""hypothesis_position"": [11, 12], ""type"": ""substitution""}]",[],[],,False
219,00219 SP 1,13:14.1,13:14.8,0.64s,em nghĩ thế,em nghĩ thế,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
220,00220 SP 1,13:15.1,13:19.6,4.53s,tại vì mọi người cảm thấy rằng là cho ceo bảo hoàng sai họ kiểu,tại vì mọi người cảm thấy rằng là trời ceo bảo hoàng sai họ kiểu,15,15,14,1,0,0,1,0.06666666666666667,False,"[{""reference"": ""cho"", ""hypothesis"": ""trời"", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]",[],[],,False
221,00221 SP 2,13:19.9,13:20.3,0.36s,hahaaa,chưa xin lỗi,1,3,0,1,0,2,3,3.0,False,"[{""reference"": ""hahaaa"", ""hypothesis"": ""lỗi"", ""reference_position"": [0, 1], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""chưa xin"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 2], ""type"": ""insertion""}]",tiếng cười,True
222,00222 SP 1,13:20.3,13:23.6,3.34s,một cái người như vậy mà sai nếu tôi muốn biết họ sai cái gì tại vì sao,một cái người như vậy mà sai thì tôi không biết họ sai cái gì tại vì sao,18,18,16,2,0,0,2,0.1111111111111111,False,"[{""reference"": ""nếu"", ""hypothesis"": ""thì"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}, {""reference"": ""muốn"", ""hypothesis"": ""không"", ""reference_position"": [9, 10], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],[],,False
223,00223 SP 1,13:24.2,13:26.9,2.63s,khi mà hình ảnh của anh xuất hiện trên truyền thông thời điểm hiện tại,khi mà hình ảnh của anh xuất hiện trên truyền thông thời điểm hiện tại,15,15,15,0,0,0,0,0.0,True,[],[],[],,False
224,00224 SP 1,13:27.4,13:29.0,1.62s,nó luôn là một hình ảnh rất là tốt,nó luôn là một hình ảnh rất là tốt,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
225,00225 SP 2,13:29.0,13:29.4,0.42s,yeah,dạ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""dạ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr khó với backchannel,True
226,00226 SP 1,13:30.1,13:32.2,2.12s,lên ceo ở tuổi hai bảy hai tám,lên ceo ở tuổi 27 28,8,6,4,2,2,0,4,0.5,False,"[{""reference"": ""hai bảy"", ""hypothesis"": ""27 28"", ""reference_position"": [4, 6], ""hypothesis_position"": [4, 6], ""type"": ""substitution""}]","[{""reference"": ""hai tám"", ""hypothesis"": """", ""reference_position"": [6, 8], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}]",[],,False
227,00227 SP 1,13:32.5,13:33.5,0.94s,trước đó thì,trước đó thì,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
228,00228 SP 1,13:33.9,13:39.8,5.91s,cái tập thành tích lúc đi học nó cũng dày cộm nữa và ngay cả những lúc mà ở tuổi rất trẻ cũng đã ngồi được những cái vị trí tốt,cái tập thành tích lúc đi học nó cũng dày cộm nữa và ngay cả những lúc mà ở tuổi rất trẻ cũng đã ngồi được những vị trí tốt,31,30,30,0,1,0,1,0.03225806451612903,False,[],"[{""reference"": ""cái"", ""hypothesis"": """", ""reference_position"": [27, 28], ""hypothesis_position"": [27, 27], ""type"": ""deletion""}]",[],,False
229,00229 SP 2,13:39.9,13:40.2,0.36s,ừ,bên,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""bên"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],asr sai,True
230,00230 SP 1,13:40.2,13:41.1,0.92s,profile của anh kiểu,,4,0,0,0,4,0,4,1.0,False,[],"[{""reference"": ""profile của anh kiểu"", ""hypothesis"": """", ""reference_position"": [0, 4], ""hypothesis_position"": [0, 0], ""type"": ""deletion""}]",[],,False
231,00231 SP 1,13:41.9,13:46.7,4.82s,em cảm thấy rằng là nó còn khán giả kiểu fan tung lên mạng nói chi tiết như chính tay anh viết vậy đó,em cảm thấy rằng là nó có khán giả kiểu fan tung lên mạng nó chi tiết như chính tay anh viết vậy đó,24,24,22,2,0,0,2,0.08333333333333333,False,"[{""reference"": ""còn"", ""hypothesis"": ""có"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}, {""reference"": ""nói"", ""hypothesis"": ""nó"", ""reference_position"": [14, 15], ""hypothesis_position"": [14, 15], ""type"": ""substitution""}]",[],[],,False
232,00232 SP 1,13:48.7,13:49.4,0.66s,tuy nhiên là,tên nhà lạt,3,3,0,3,0,0,3,1.0,False,"[{""reference"": ""tuy nhiên là"", ""hypothesis"": ""tên nhà lạt"", ""reference_position"": [0, 3], ""hypothesis_position"": [0, 3], ""type"": ""substitution""}]",[],[],,False
233,00233 SP 1,13:49.9,13:53.8,3.87s,hồi nãy mình có nói đến fix mindset thì thật ra em nghĩ trên đời này ai cũng có cái fixed mindset đó,hồi nãy mình có nói đến fixed mindset thì thật ra em nghĩ trên đời này ai cũng có cái fixed mindset đó,23,23,22,1,0,0,1,0.043478260869565216,False,"[{""reference"": ""fix"", ""hypothesis"": ""fixed"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],[],,False
234,00234 SP 2,13:51.4,13:51.9,0.52s,ừ,thế là là em,1,4,0,1,0,3,4,4.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""em"", ""reference_position"": [0, 1], ""hypothesis_position"": [3, 4], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""thế là là"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 3], ""type"": ""insertion""}]",do âm thanh thu bị nhiễu => separation không tách được => lỗi,True
235,00235 SP 2,13:53.1,13:53.6,0.48s,ừ,trời ơi,1,2,0,1,0,1,2,2.0,False,"[{""reference"": ""ừ"", ""hypothesis"": ""ơi"", ""reference_position"": [0, 1], ""hypothesis_position"": [1, 2], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""trời"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",do âm thanh thu bị nhiễu => separation không tách được => lỗi,True
236,00236 SP 1,13:54.3,13:54.9,0.66s,và,và,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
237,00237 SP 1,13:55.3,13:59.1,3.80s,có cái từ mà thay trong giới truyền thông hay dùng cho khán giả hơn đó là định kiến,có một cái từ mà hay trong giới truyền thông hay dùng cho khán giả hơn đó là định kiến,19,20,18,1,0,1,2,0.10526315789473684,False,"[{""reference"": ""thay"", ""hypothesis"": ""hay"", ""reference_position"": [4, 5], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""một"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
238,00238 SP 2,13:59.4,13:59.8,0.42s,ừ,ừ,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
239,00239 SP 1,14:00.1,14:01.4,1.24s,và bản thân anh hoàng,và bản thân anh hoàng,5,5,5,0,0,0,0,0.0,True,[],[],[],,False
240,00240 SP 0,14:00.1,14:01.3,1.22s,và bản thân anh hoàng,và bản thân anh hoàng,5,5,5,0,0,0,0,0.0,True,[],[],[],âm thanh thu nhiễu => bị lỗi nhận diện speaker trong separation,True
241,00241 SP 0,14:01.9,14:03.3,1.38s,lý do rồi tại sao em nói là,lý do rồi tại sao anh nói đó,8,8,6,2,0,0,2,0.25,False,"[{""reference"": ""em"", ""hypothesis"": ""anh"", ""reference_position"": [5, 6], ""hypothesis_position"": [5, 6], ""type"": ""substitution""}, {""reference"": ""là"", ""hypothesis"": ""đó"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}]",[],[],âm thanh thu nhiễu => bị lỗi nhận diện speaker trong separation,True
