id,reference,Whisper_wer,Whisper_perfect,PhoWhisper_wer,PhoWhisper_perfect,Qwen3_wer,Qwen3_perfect,Final_wer,Final_perfect,num_perfect_models,perfect_models,all_correct,all_wrong
166,và từ đó em sẽ thấy là không phải chỉ người làm truyền thông mà rất nhiều công ty truyền thông,0.14285714285714285,False,0.09523809523809523,False,0.047619047619047616,False,0.0,True,1,Final,False,False
167,họ cũng thay đổi toàn bộ cái cấu trúc và mô hình công việc của mình để đáp ứng với thị trường,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
168,và từ đó mình sẽ thấy là có những công ty họ fail,0.0,True,0.07692307692307693,False,0.07692307692307693,False,0.07692307692307693,False,1,Whisper,False,False
169,và có những công ty tự nhiên họ win lên,0.2,False,0.2,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
170,những công ty họ fail có khi trước đó họ đã có một đế chế rất là mạnh xây dựng trên cái cách làm truyền thông cũ,0.0,True,0.037037037037037035,False,0.037037037037037035,False,0.037037037037037035,False,1,Whisper,False,False
171,nhưng sau đó họ fail là bởi vì họ fix,0.0,True,0.1,False,1.0,False,1.0,False,1,Whisper,False,False
172,tại vì họ đã quá thành công nên họ ngại thay đổi,0.0,True,0.0,True,0.08333333333333333,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
173,hoặc tại vì họ đã đang thành công cho nên họ không thấy là lý do gì tôi phải thay đổi hết,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
174,cho nên cái bẫy của fixed mindset là như vậy đó khi mình gặp sập cái bảy của fixed mindset là thường là bởi vì mình đang thành công chứ không phải do mình thất bại đâu,0.0,True,0.21621621621621623,False,0.21621621621621623,False,0.21621621621621623,False,1,Whisper,False,False
175,vậy thì,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
176,ví dụ bản thân của anh đi em muốn nghe một câu chuyện một lần,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
177,mà khi mình ngã rồi mình quay lại mình thấy ồ hóa ra mình đã fix nó cứng đến như vậy nó cứng lên mức là mình ngã,0.03571428571428571,False,0.17857142857142858,False,0.07142857142857142,False,0.0,True,1,Final,False,False
178,ừm,0.0,True,1.0,False,1.0,False,0.0,True,2,"Whisper, Final",False,False
179,anh nghĩ là,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
180,bản thân anh cũng,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
181,nhiều rớt trong đó ví dụ như một cái trường hợp đi anh làm mà,0.2,False,0.13333333333333333,False,0.06666666666666667,False,0.13333333333333333,False,0,,False,True
182,anh làm hoa hậu hoàn vũ,0.5,False,0.16666666666666666,False,0.5,False,0.3333333333333333,False,0,,False,True
183,và,1.0,False,0.0,True,1.0,False,1.0,False,1,PhoWhisper,False,False
184,anh làm một số chương trình thực tế với unimedia,0.4,False,0.0,True,0.2,False,0.0,True,2,"PhoWhisper, Final",False,False
185,thì lúc mà anh tin anh tin một cái điểm là khán giả họ cần thêm những yếu tố có tính kiến thức thông tin,0.08,False,0.04,False,0.04,False,0.0,True,1,Final,False,False
186,vào trong những chương trình giải trí,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
187,và anh nghĩ là à ok mình có thể mang đến cái giá trị đó được,0.0,True,0.0,True,0.25,False,0.0625,False,2,"Whisper, PhoWhisper",False,False
188,thì,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
189,anh mới gọi là nhúng tay vào trực tiếp các chương trình để anh,0.14285714285714285,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
190,mang thêm nhiều cái yếu tố nó học thuật hơn chút xíu,0.08333333333333333,False,0.08333333333333333,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
191,ví dụ như anh ra đề cho chương trình việt nam why not đi chẳng hạn hoặc là những cái đề bài của cuộc thi,0.08,False,0.12,False,0.08,False,0.08,False,0,,False,True
192,hoa hậu hoàn vũ việt nam mà mọi người thấy cái chương trình truyền thực tế thì có những câu debate sẽ câu câu ứng xử thì thường là anh sẽ đặt đề vào,0.14705882352941177,False,0.20588235294117646,False,0.14705882352941177,False,0.058823529411764705,False,0,,False,True
193,thì trong đó có những cái mà anh nghĩ là,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
194,mình mình cũng tự hào là mình làm được,0.1111111111111111,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
195,mang được thêm cái giá trị kiến thức,0.125,False,0.125,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
196,nhưng có những cái anh cũng thấy là à okay,0.2,False,0.2,False,0.1,False,0.1,False,0,,False,True
197,đôi khi nó,0.0,True,0.3333333333333333,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
198,hàn lâm quá,0.6666666666666666,False,0.6666666666666666,False,0.3333333333333333,False,0.3333333333333333,False,0,,False,True
199,nó học thuật quá lại không phải là cái phù hợp cho giải trí,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
200,và cuối cùng là khán giả họ còn không cảm thấy đủ hứng thú để coi,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
201,thì lấy gì để mà người ta tiếp nhận cái kiến thức mà mình muốn truyền tải,0.058823529411764705,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
202,cho nên trước khi mình muốn nói tới những cái học thuật,0.0,True,0.08333333333333333,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
203,thì mình phải học được cách làm giải trí đã,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
204,và để học được cách làm giải trí thì đó thay vì anh chỉ nhảy vô anh đưa yếu tố học thuật vào thì đầu tiên anh phải mở ra đến,0.06451612903225806,False,0.12903225806451613,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
205,kiếm một cái đội ngũ làm giải trí tốt,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
206,nên sau đó anh mới thay đổi cái công thức vận chuyển thực tế của tụi anh lại ngày xưa thì anh gom cái đó lại để trong nhà anh tự làm thôi,0.09090909090909091,False,0.030303030303030304,False,0.12121212121212122,False,0.12121212121212122,False,0,,False,True
207,mọi thứ anh tự,0.25,False,0.25,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
208,xây dựng hết và anh cố gắng làm cho nó,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
209,anh dùng từ là có giá trị nhất theo cái cách nghĩ của mình đó là hàn lâm,0.1111111111111111,False,0.0,True,0.05555555555555555,False,0.05555555555555555,False,1,PhoWhisper,False,False
210,nhưng mà sau đó thì bây giờ anh bỏ cái suy nghĩ rồi,0.0,True,0.3076923076923077,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
211,không à cá nhân em theo dõi qua mấy mùa thì thấy,0.0,True,0.0,True,0.16666666666666666,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
212,chương trình truyền hình thực tế của hoàn vũ đi cũng có nhiều thay đổi thật,0.125,False,0.1875,False,0.1875,False,0.125,False,0,,False,True
213,ừ,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
214,yeah,1.0,False,1.0,False,0.0,True,2.0,False,1,Qwen3,False,False
215,và cũng có những thay đổi để mà được tới ngày hôm nay,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
216,thì chắc chắn là nó cũng có những thay đổi mà anh đã tự thấy là anh sai rồi đó,0.05,False,0.0,True,0.05,False,0.0,True,2,"PhoWhisper, Final",False,False
217,và chắc mọi người không biết nhưng ekip của anh lại hiểu rất rõ cái quá trình đó,0.05555555555555555,False,0.0,True,0.2222222222222222,False,0.0,True,2,"PhoWhisper, Final",False,False
218,sau cái phần trả lời này là khán giả sẽ ồ a ekip của anh hỏi,0.0625,False,0.125,False,0.25,False,0.0,True,1,Final,False,False
219,em nghĩ thế,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
220,tại vì mọi người cảm thấy rằng là cho ceo bảo hoàng sai họ kiểu,0.06666666666666667,False,0.26666666666666666,False,0.06666666666666667,False,0.0,True,1,Final,False,False
221,hahaaa,3.0,False,2.0,False,1.0,False,3.0,False,0,,False,True
222,một cái người như vậy mà sai nếu tôi muốn biết họ sai cái gì tại vì sao,0.1111111111111111,False,0.1111111111111111,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
223,khi mà hình ảnh của anh xuất hiện trên truyền thông thời điểm hiện tại,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
224,nó luôn là một hình ảnh rất là tốt,0.0,True,0.1111111111111111,False,0.2222222222222222,False,0.0,True,2,"Whisper, Final",False,False
225,yeah,1.0,False,1.0,False,0.0,True,2.0,False,1,Qwen3,False,False
226,lên ceo ở tuổi hai bảy hai tám,0.5,False,0.0,True,0.125,False,0.0,True,2,"PhoWhisper, Final",False,False
227,trước đó thì,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
228,cái tập thành tích lúc đi học nó cũng dày cộm nữa và ngay cả những lúc mà ở tuổi rất trẻ cũng đã ngồi được những cái vị trí tốt,0.03225806451612903,False,0.0967741935483871,False,0.03225806451612903,False,0.0,True,1,Final,False,False
229,ừ,1.0,False,1.0,False,1.0,False,2.0,False,0,,False,True
230,profile của anh kiểu,1.0,False,0.75,False,0.75,False,0.0,True,1,Final,False,False
231,em cảm thấy rằng là nó còn khán giả kiểu fan tung lên mạng nói chi tiết như chính tay anh viết vậy đó,0.08333333333333333,False,0.041666666666666664,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
232,tuy nhiên là,1.0,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
233,hồi nãy mình có nói đến fix mindset thì thật ra em nghĩ trên đời này ai cũng có cái fixed mindset đó,0.043478260869565216,False,0.2608695652173913,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
234,ừ,4.0,False,3.0,False,4.0,False,6.0,False,0,,False,True
235,ừ,2.0,False,1.0,False,4.0,False,7.0,False,0,,False,True
236,và,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
237,có cái từ mà thay trong giới truyền thông hay dùng cho khán giả hơn đó là định kiến,0.10526315789473684,False,0.10526315789473684,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
238,ừ,0.0,True,1.0,False,1.0,False,0.0,True,2,"Whisper, Final",False,False
239,và bản thân anh hoàng,0.0,True,0.0,True,0.2,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
240,và bản thân anh hoàng,0.0,True,0.0,True,0.2,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
241,lý do rồi tại sao em nói là,0.25,False,0.25,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
242,rồi tại sao em nói rằng là nếu mà anh nói rằng anh sai khán giả sẽ ồ đi tìm xem anh còn sai cái gì bởi vì,0.17857142857142858,False,0.21428571428571427,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
243,đúng rồi hàng,0.3333333333333333,False,0.6666666666666666,False,1.0,False,0.0,True,1,Final,False,False
244,tại vì,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
245,mọi người luôn mặc định là những cái người mà trẻ tuổi tài giỏi thành tựu tốt,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
246,ừ,1.0,False,1.0,False,1.0,False,3.0,False,0,,False,True
247,thì hẳn nhiên nó phải là,0.16666666666666666,False,0.0,True,0.16666666666666666,False,0.0,True,2,"PhoWhisper, Final",False,False
248,con ông cháu cha rồi con vua thì lại làm vua nó có những,0.0,True,0.21428571428571427,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
249,có những xuất phát điểm tốt,1.0,False,0.8333333333333334,False,1.0,False,1.0,False,0,,False,True
250,đúng nó có những xuất phát điểm tốt và,0.2222222222222222,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
251,nhìn thấy cái sai lầm của người ta sẽ cảm thấy mình rằng là cũng vui đấy kiểu như vậy,0.1,False,0.15,False,0.15,False,0.1,False,0,,False,True
252,ừ,3.0,False,2.0,False,1.0,False,5.0,False,0,,False,True
253,và nó nó là một cái định kiến rất là lâu trong khán giả và gần đây,0.058823529411764705,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
254,em không biết là anh có thấy chưa nhưng trên mạng bắt đầu xuất hiện những cái thông tin,0.05263157894736842,False,0.0,True,0.15789473684210525,False,0.0,True,2,"PhoWhisper, Final",False,False
255,ừm,2.0,False,2.0,False,2.0,False,4.0,False,0,,False,True
256,ừ,1.0,False,1.0,False,1.0,False,1.0,False,0,,False,True
257,họ thậm chí họ không gọi là tin đồn họ thông tin,0.08333333333333333,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
258,anh hoàng lên được vị trí ceo của uni là bởi vì là con cháu của lãnh đạo cấp cao đấy,0.047619047619047616,False,0.047619047619047616,False,0.047619047619047616,False,0.0,True,1,Final,False,False
259,yeah,1.0,False,1.0,False,0.0,True,2.0,False,1,Qwen3,False,False
260,thì anh đọc chưa và anh nghĩ thế nào về cái gọi là định kiến và fix mindset này,0.10526315789473684,False,0.3157894736842105,False,0.10526315789473684,False,0.0,True,1,Final,False,False
261,hhhhhh,2.0,False,6.0,False,4.0,False,2.0,False,0,,False,True
262,anh thì thật ra hồi trước giờ anh ít khi nào dành thời gian để trả lời những tin đồn,0.1,False,0.2,False,0.1,False,2.0,False,0,,False,True
263,tại vì anh thấy là,0.8,False,0.0,True,0.0,True,0.8,False,2,"PhoWhisper, Qwen3",False,False
264,trả lời không biết bao giờ cho hết được đúng không,0.09090909090909091,False,0.18181818181818182,False,0.09090909090909091,False,0.09090909090909091,False,0,,False,True
265,còn suy nghĩ thì nếu mà hỏi anh suy nghỉ gì với cái cái nhìn đó của mọi người thì anh thấy cũng bình thường tức là,0.037037037037037035,False,0.1111111111111111,False,0.037037037037037035,False,0.07407407407407407,False,0,,False,True
266,đầu tiên em thấy cũng vui nha,0.0,True,0.14285714285714285,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
267,tại vì rõ ràng là mình phải có cái gì đó người ta mới nghĩ là mình có một cái xuất phát điểm tốt đến như vậy đúng không,0.034482758620689655,False,0.0,True,0.034482758620689655,False,0.0,True,2,"PhoWhisper, Final",False,False
268,nhưng mà thật ra thì không có nói chung là đơn giản là nó không có thôi còn khi nó đã không có anh thường không quan tâm,0.03571428571428571,False,0.10714285714285714,False,0.10714285714285714,False,0.14285714285714285,False,0,,False,True
269,thực sự là vậy còn,0.4,False,0.2,False,0.2,False,0.2,False,0,,False,True
270,câu chuyện anh thấy cái quan điểm là mình phải,0.0,True,0.1,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
271,con ông cháu cha con người này người kia hay là,0.0,True,0.18181818181818182,False,0.18181818181818182,False,0.8181818181818182,False,1,Whisper,False,False
272,nó cũng nó cũng cũng cũng phai nhạt rồi ở trong xã hội này tức là bây giờ,0.2222222222222222,False,0.0,True,0.05555555555555555,False,0.2777777777777778,False,1,PhoWhisper,False,False
273,xuất phát điểm nào cũng có điều kiện để vươn lên,0.18181818181818182,False,0.0,True,0.09090909090909091,False,0.0,True,2,"PhoWhisper, Final",False,False
274,và anh tin là nếu mà các bạn trẻ bây giờ các bạn cũng có niềm tin đó mạnh mẽ hơn là nếu mình có năng lực thì luôn luôn có chỗ cho mình trong xã hội hết,0.0,True,0.07894736842105263,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
275,còn đương nhiên anh thấy là,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
276,nhiều bạn mà xuất phát đến tốt nhiều khi còn phải vượt sướng,0.07692307692307693,False,0.07692307692307693,False,0.07692307692307693,False,0.3076923076923077,False,0,,False,True
277,vượt sướng có khi còn khổ hơn vượt khổ nữa,0.4,False,0.3,False,0.1,False,0.0,True,1,Final,False,False
278,cái này là em thấy nhiều rồi vượt sướng nó còn hơn cả vượt khổ nữa,0.125,False,0.0625,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
279,ừ,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
280,tại vì tới lúc mình thành tựu rồi á,0.0,True,0.1111111111111111,False,0.3333333333333333,False,0.1111111111111111,False,1,Whisper,False,False
281,cái sự công nhận nó lại còn,0.14285714285714285,False,0.0,True,0.0,True,0.0,True,3,"PhoWhisper, Qwen3, Final",False,False
282,nửa vời nữa nhiều khi mình có thành tựu mà người ta cứ nhìn là ừ thật ra,0.0,True,0.0,True,0.05555555555555555,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
283,trong cái thành tựu của ông này có năm mươi phần trăm là thành tựu và năm mươi phần trăm là xuất phát điểm,0.5,False,0.125,False,0.20833333333333334,False,0.041666666666666664,False,0,,False,True
284,người ta lại còn phải cố gắng chứng minh thêm một lần nữa là thành tựu của tôi,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
285,cái thành tựu nó vượt trên xuất phát điểm của tôi,0.45454545454545453,False,0.45454545454545453,False,0.09090909090909091,False,0.09090909090909091,False,0,,False,True
286,thì anh thấy thôi coi như là,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
287,khi mà mình xuất phát bằng không nó lại còn may mắn tại vì tất cả những gì mình tạo nên từ đó đều là thành tựu hết,0.03571428571428571,False,0.10714285714285714,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
288,nãy giờ mình đề cập khi mà nói chuyện ấy,0.1,False,0.1,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
289,em đề cập đến việc fix mindset và leanring tại vì nó là một giai đoạn đầu của một khái niệm khá hay ho mà em đọc được gần đây,0.13333333333333333,False,0.2,False,1.0,False,0.0,True,1,Final,False,False
290,ừ,0.0,True,1.0,False,1.0,False,0.0,True,2,"Whisper, Final",False,False
291,đó là khái niệm unlearning,0.0,True,0.2,False,0.8,False,0.8,False,1,Whisper,False,False
292,tức là,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
293,mình gỡ bỏ những cái tư duy cũ,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
294,những cái tư duy đã không còn hợp thời nữa,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
295,yeah,1.0,False,2.0,False,0.0,True,1.0,False,1,Qwen3,False,False
296,những cái không còn hợp thời thì mình cần gỡ bỏ ra mình không bị đóng linh trong đầu nữa,0.05,False,0.1,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
297,thì em không biết là cái khái niệm unlearning này anh hoàng đã nghe thấy bao giờ chưa và nếu như nghe thì,0.043478260869565216,False,0.17391304347826086,False,0.08695652173913043,False,0.08695652173913043,False,0,,False,True
298,rồi thì anh có đồng ý không,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
299,ờ anh nghĩ là hầu hết mình đều nghe cái khái niệm đó rồi và trong cái đường cong mà đường không gọi là cong gọi là,0.18518518518518517,False,0.18518518518518517,False,0.18518518518518517,False,0.07407407407407407,False,0,,False,True
300,học học thuật á đường cong để học à,0.3333333333333333,False,0.4444444444444444,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
301,tại vì anh từng,0.0,True,0.0,True,0.25,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
302,anh từng enroll một cái khóa học gọi là,0.1111111111111111,False,0.3333333333333333,False,0.1111111111111111,False,0.1111111111111111,False,0,,False,True
303,learning how to learn,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
304,là học cách để học,0.0,True,0.4,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
305,học cái để học thêm nữa,0.3333333333333333,False,0.16666666666666666,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
306,thì giống như mình nên là mình sẽ đổ cái ly nước đi thì mình mới có chỗ để mình siêu thêm nước vào,0.08333333333333333,False,0.041666666666666664,False,0.08333333333333333,False,0.0,True,1,Final,False,False
307,thì unlearn là như vậy,0.4,False,0.4,False,0.4,False,0.4,False,0,,False,True
308,ờ tại vì,0.3333333333333333,False,0.0,True,0.3333333333333333,False,0.3333333333333333,False,1,PhoWhisper,False,False
309,một cái thông tin kiến thức nó cũng sẽ phải thay đổi theo thời gian sách giáo khoa người ta còn phải cập nhật mà đúng không,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
310,ờ và,0.5,False,0.0,True,0.5,False,0.5,False,1,PhoWhisper,False,False
311,kể cả như chatgpt thì nó cũng phải dựa trên cái phiên bản nâng cấp và nâng cấp là dựa vào cái bigdata mới tức là cái gì nó cũng sẽ có thêm,0.24242424242424243,False,0.30303030303030304,False,0.12121212121212122,False,0.0,True,1,Final,False,False
312,input,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
313,có thêm vi xử lý mới rồi mới ra được output mới,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
314,thì anh nghĩ là chắc chắn cái chuyện mình phải unlearn để mình learn cái cái,0.125,False,0.1875,False,0.25,False,0.375,False,0,,False,True
315,cái mới đó là cái điều chắc chắn là cần thiết rồi giống như kể cả đối với,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
316,bản thân mình nữa,0.25,False,0.25,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
317,trong quá trình mình phát triển,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
318,thì mình cũng sẽ tự khám phá về mình,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
319,và cái khám phá đó về mình buộc mình phải,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
320,có những lúc mình sẽ bị,0.0,True,0.16666666666666666,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
321,bị khó chịu á tự nhiên mình khám phá ra một góc khác của bản thân mình,0.11764705882352941,False,0.0,True,0.11764705882352941,False,0.0,True,2,"PhoWhisper, Final",False,False
322,nhưng sau đó mình phải học cách để chung sống với cái góc độ đó nó chính là unlearn đó,0.15,False,0.05,False,0.1,False,0.1,False,0,,False,True
323,là em học lại về con người của em,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
324,hoặc trong cả mối quan hệ với người bạn người yêu người bạn đời của mình,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
325,đôi khi một thời gian dài sau em sẽ à okay,0.09090909090909091,False,0.09090909090909091,False,0.09090909090909091,False,0.0,True,1,Final,False,False
326,có một cái nhìn khác về họ,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
327,và nó khác với cái con người mà từ trước giờ em nhìn thấy và em chấp nhận,0.0,True,0.1111111111111111,False,0.05555555555555555,False,0.0,True,2,"Whisper, Final",False,False
328,và để hòa hợp với cái em vừa nhìn thấy đó em buộc phải unlearn về họ,0.058823529411764705,False,0.17647058823529413,False,0.11764705882352941,False,0.11764705882352941,False,0,,False,True
329,thì anh tin là cái gì ở trong,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
330,cuộc sống này em vậy hết á khi mà mình học thì,0.08333333333333333,False,0.25,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
331,cái mà mình biết là cái mình biết ở thời điểm đó,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
332,nhưng mà mình không được coi cái biết ở thời điểm đó là tất cả,0.0,True,0.06666666666666667,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
333,tại vì thứ nhất là,0.0,True,0.0,True,1.0,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
334,có thể mình chưa biết hết,0.0,True,0.16666666666666666,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
335,thứ hai là có thể người ta còn biến đổi,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
336,và thứ ba nữa là cả hai quá trình nó cùng diễn ra nó đòi hỏi mình phải có một cái vi xử lý mới,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
337,và mình phải ơn lên cái điều cũ để học cái điều mới,0.07692307692307693,False,0.07692307692307693,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
338,thì anh,0.0,True,0.5,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
339,anh thì anh là một người tin vào cái điểm đó,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
340,anh không bao giờ tin là à ok cái mình biết chắc chắn đúng rồi,0.13333333333333333,False,0.2,False,0.3333333333333333,False,0.13333333333333333,False,0,,False,True
341,thật đủ rồi,0.3333333333333333,False,0.6666666666666666,False,0.0,True,0.0,True,2,"Qwen3, Final",False,False
342,thật ra em lại là một người không giống anh hoàng,0.0,True,0.09090909090909091,False,0.0,True,0.0,True,3,"Whisper, Qwen3, Final",False,False
343,ừ,0.0,True,0.0,True,0.0,True,0.0,True,4,"Whisper, PhoWhisper, Qwen3, Final",True,False
344,em cứ thế này nó không phải là đổ lỗi nha nhưng trong cái quá trình mà em làm báo nhiều năm trước khi mà mình quen nhau thời gian trước á,0.0,True,0.0,True,0.03125,False,0.0,True,3,"Whisper, PhoWhisper, Final",False,False
345,có những thứ mà em hay gọi đùa là nó đóng linh vào đầu em đó như vậy rồi,0.10526315789473684,False,0.2631578947368421,False,0.10526315789473684,False,0.10526315789473684,False,0,,False,True
346,yeah,1.0,False,1.0,False,0.0,True,2.0,False,1,Qwen3,False,False
347,khi em mới phát hiện là khái niệm unlean,0.4444444444444444,False,0.3333333333333333,False,0.2222222222222222,False,0.2222222222222222,False,0,,False,True
348,thì em mới nhận ra rằng là thật ra là em đã bắt đầu unlearn dần kể từ khi em ngừng làm máu,0.08695652173913043,False,0.13043478260869565,False,1.0,False,0.08695652173913043,False,0,,False,True
