id,speaker,start,end,duration,reference,hypothesis,reference_words,hypothesis_words,hits,substitutions,deletions,insertions,errors,wer,perfect,substitution_details,deletion_details,insertion_details,note,changed
151,00151 SP 2,9:29.6,9:31.4,1.80s,và cái fail đó cho mình một bài học để mình mở,và cái phao nó cho mình một bài học để mình mở,12,12,10,2,0,0,2,0.16666666666666666,False,"[{""reference"": ""fail đó"", ""hypothesis"": ""phao nó"", ""reference_position"": [2, 4], ""hypothesis_position"": [2, 4], ""type"": ""substitution""}]",[],[],sai vs từ tiếng anh,True
152,00152 SP 2,9:32.1,9:32.7,0.62s,nó là một cái vòng,nó là một cái bầu,5,5,4,1,0,0,1,0.2,False,"[{""reference"": ""vòng"", ""hypothesis"": ""bầu"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]",[],[],,False
153,00153 SP 2,9:33.6,9:34.0,0.38s,thế thì,thế thì,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
154,00154 SP 2,9:34.4,9:42.9,8.46s,ờm trong cái quá trình anh đi làm cho tới thời điểm này chắc chắn anh đã học được nhiều bài học tương tự ví dụ như anh nhớ có một cái thời điểm mà anh mới ra trường cái công việc đầu tiên của anh là anh làm bia làm,ờm trong cái quá trình anh đi làm cho tới thời điểm này chắc chắn đã học được nhiều bài học tương tự ví dụ như anh nhớ có một cái thể điểm mà anh mới ra trường cái công việc làm đầu tiên của anh là anh làm vi a làm,51,52,48,2,1,2,5,0.09803921568627451,False,"[{""reference"": ""thời"", ""hypothesis"": ""thể"", ""reference_position"": [32, 33], ""hypothesis_position"": [31, 32], ""type"": ""substitution""}, {""reference"": ""bia"", ""hypothesis"": ""a"", ""reference_position"": [49, 50], ""hypothesis_position"": [50, 51], ""type"": ""substitution""}]","[{""reference"": ""anh"", ""hypothesis"": """", ""reference_position"": [15, 16], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""làm"", ""reference_position"": [42, 42], ""hypothesis_position"": [41, 42], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""vi"", ""reference_position"": [49, 49], ""hypothesis_position"": [49, 50], ""type"": ""insertion""}]",,True
155,00155 SP 2,9:43.3,9:46.6,3.38s,làm với báo chí anh nghĩ đó là cái công việc đầu tiên mà anh em mình tiếp xúc với nhau quá,làm với báo chí anh nghĩ đó là cái công việc đầu tiên mà anh em mình tiếp xúc với nhau á,22,22,21,1,0,0,1,0.045454545454545456,False,"[{""reference"": ""quá"", ""hypothesis"": ""á"", ""reference_position"": [21, 22], ""hypothesis_position"": [21, 22], ""type"": ""substitution""}]",[],[],,False
156,00156 SP 2,9:47.2,9:50.7,3.48s,thì ở cái thời điểm đó đối với làm truyền thông đặc biệt là,thì ở cái thời điểm đó đối với làm truyền thông đặc biệt là,14,14,14,0,0,0,0,0.0,True,[],[],[],,False
157,00157 SP 2,9:51.1,9:52.2,1.12s,những cái chương trình giải trí,những cái chương trình giải trí,6,6,6,0,0,0,0,0.0,True,[],[],[],thừa chữ cuối lỗi asr,True
158,00158 SP 2,9:52.7,9:59.0,6.29s,thì pr có nghĩa là em làm việc với báo chí và báo chí ở đó thì thời điểm đó báo mạng đã là cái platform số 1 đi,thì mi a có nghĩa là em làm việc với báo chí và báo trí ở đó thời thới điểm đó báo mạng đã là cái cái pờ lá phong số một đi,29,33,23,6,0,4,10,0.3448275862068966,False,"[{""reference"": ""pr"", ""hypothesis"": ""a"", ""reference_position"": [1, 2], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}, {""reference"": ""chí"", ""hypothesis"": ""trí"", ""reference_position"": [13, 14], ""hypothesis_position"": [14, 15], ""type"": ""substitution""}, {""reference"": ""thì thời"", ""hypothesis"": ""thời thới"", ""reference_position"": [16, 18], ""hypothesis_position"": [17, 19], ""type"": ""substitution""}, {""reference"": ""platform"", ""hypothesis"": ""phong"", ""reference_position"": [25, 26], ""hypothesis_position"": [29, 30], ""type"": ""substitution""}, {""reference"": ""1"", ""hypothesis"": ""một"", ""reference_position"": [27, 28], ""hypothesis_position"": [31, 32], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""mi"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""cái pờ lá"", ""reference_position"": [25, 25], ""hypothesis_position"": [26, 29], ""type"": ""insertion""}]",thiếu chữ cuối,True
159,00159 SP 2,9:59.7,10:04.9,5.18s,và họ chưa có những công cụ social media content nhiều như bây giờ thế mà mình chưa có cái,và họ chưa có những công cụ sô sồ mi ra cần ten nhiều như bây giờ tức là mình chưa có cái,20,23,15,5,0,3,8,0.4,False,"[{""reference"": ""social media content"", ""hypothesis"": ""ra cần ten"", ""reference_position"": [7, 10], ""hypothesis_position"": [10, 13], ""type"": ""substitution""}, {""reference"": ""thế mà"", ""hypothesis"": ""tức là"", ""reference_position"": [14, 16], ""hypothesis_position"": [17, 19], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""sô sồ mi"", ""reference_position"": [7, 7], ""hypothesis_position"": [7, 10], ""type"": ""insertion""}]",,True
160,00160 SP 2,10:05.3,10:07.7,2.44s,nền tảng quá mạnh kiểu facebook để,nền tảng quá mạnh kiểu phây phúc để,7,8,6,1,0,1,2,0.2857142857142857,False,"[{""reference"": ""facebook"", ""hypothesis"": ""phúc"", ""reference_position"": [5, 6], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""phây"", ""reference_position"": [5, 5], ""hypothesis_position"": [5, 6], ""type"": ""insertion""}]",,False
161,00161 SP 2,10:08.1,10:10.8,2.64s,chia sẻ video hoặc là tiktok để chia sẻ video như bây giờ,chia sẻ video hoặc tiktok để chia sẻ video như bây giờ,13,12,12,0,1,0,1,0.07692307692307693,False,[],"[{""reference"": ""là"", ""hypothesis"": """", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 4], ""type"": ""deletion""}]",[],,False
162,00162 SP 2,10:11.3,10:14.3,3.00s,ờ thì ngày xưa mình làm việc pr có nghĩa là làm với báo,ờ thì nghề xưa mình làm việc vi a có nghĩa là làm với báo,14,15,12,2,0,1,3,0.21428571428571427,False,"[{""reference"": ""ngày"", ""hypothesis"": ""nghề"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}, {""reference"": ""pr"", ""hypothesis"": ""a"", ""reference_position"": [7, 8], ""hypothesis_position"": [8, 9], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""vi"", ""reference_position"": [7, 7], ""hypothesis_position"": [7, 8], ""type"": ""insertion""}]",asr thiếu,True
163,00163 SP 2,10:14.7,10:16.1,1.40s,nhưng tới một cái thời điểm,nhưng tới một cái thời điểm,6,6,6,0,0,0,0,0.0,True,[],[],[],,False
164,00164 SP 2,10:16.5,10:18.3,1.74s,mà bản thân cái cuộc vận động,mà bản thân cái cuộc vận động,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
165,00165 SP 2,10:18.9,10:24.1,5.17s,của truyền thông của mạng xã hội nó thay đổi và buộc lòng những người làm truyền thông họ cũng phải thay đổi cái mindset đó,của của truyền thông của mạng xã hội nó thay đổi và buộc lòng những người làm t,26,18,16,1,9,1,11,0.4230769230769231,False,"[{""reference"": ""truyền"", ""hypothesis"": ""t"", ""reference_position"": [16, 17], ""hypothesis_position"": [17, 18], ""type"": ""substitution""}]","[{""reference"": ""thông họ cũng phải thay đổi cái mindset đó"", ""hypothesis"": """", ""reference_position"": [17, 26], ""hypothesis_position"": [18, 18], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""của"", ""reference_position"": [1, 1], ""hypothesis_position"": [1, 2], ""type"": ""insertion""}]",,False
166,00166 SP 2,10:24.4,10:28.9,4.42s,và từ đó em sẽ thấy là không phải chỉ người làm truyền thông mà rất nhiều công ty truyền thông,và từ đó em sẽ thấy là không phải chỉ người làm truyền thông mà rất nhiều các công ty truyền thanh,21,22,20,1,0,1,2,0.09523809523809523,False,"[{""reference"": ""thông"", ""hypothesis"": ""thanh"", ""reference_position"": [20, 21], ""hypothesis_position"": [21, 22], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""các"", ""reference_position"": [17, 17], ""hypothesis_position"": [17, 18], ""type"": ""insertion""}]",,False
167,00167 SP 2,10:29.3,10:32.9,3.61s,họ cũng thay đổi toàn bộ cái cấu trúc và mô hình công việc của mình để đáp ứng với thị trường,họ cũng thay đổi toàn bộ cái cấu trúc và mô hình công việc của mình để đáp ứng với thị trường,22,22,22,0,0,0,0,0.0,True,[],[],[],,False
168,00168 SP 2,10:33.3,10:35.4,2.06s,và từ đó mình sẽ thấy là có những công ty họ fail,và từ đó mình sẽ thấy là có những công ty họ pheo,13,13,12,1,0,0,1,0.07692307692307693,False,"[{""reference"": ""fail"", ""hypothesis"": ""pheo"", ""reference_position"": [12, 13], ""hypothesis_position"": [12, 13], ""type"": ""substitution""}]",[],[],sai với từ tiếng anh,True
169,00169 SP 2,10:35.9,10:37.7,1.84s,và có những công ty tự nhiên họ win lên,và có những công ty tự nhiên họ quýnh lấy,10,10,8,2,0,0,2,0.2,False,"[{""reference"": ""win lên"", ""hypothesis"": ""quýnh lấy"", ""reference_position"": [8, 10], ""hypothesis_position"": [8, 10], ""type"": ""substitution""}]",[],[],,False
170,00170 SP 2,10:38.3,10:42.8,4.50s,những công ty họ fail có khi trước đó họ đã có một đế chế rất là mạnh xây dựng trên cái cách làm truyền thông cũ,những công ty họ phèo có khi trước đó họ đã có một đế chế rất là mạnh xây dựng trên cái cách làm truyền thông cũ,27,27,26,1,0,0,1,0.037037037037037035,False,"[{""reference"": ""fail"", ""hypothesis"": ""phèo"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]",[],[],tiếng anh sai,True
171,00171 SP 2,10:43.2,10:44.9,1.66s,nhưng sau đó họ fail là bởi vì họ fix,nhưng sau đó họ file là bởi vì họ fix,10,10,9,1,0,0,1,0.1,False,"[{""reference"": ""fail"", ""hypothesis"": ""file"", ""reference_position"": [4, 5], ""hypothesis_position"": [4, 5], ""type"": ""substitution""}]",[],[],qwen tinh chỉnh chọn sai,True
172,00172 SP 2,10:45.3,10:47.7,2.42s,tại vì họ đã quá thành công nên họ ngại thay đổi,tại vì họ đã quá thành công nên họ ngại thay đổi,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
173,00173 SP 2,10:48.1,10:52.0,3.89s,hoặc tại vì họ đã đang thành công cho nên họ không thấy là lý do gì tôi phải thay đổi hết,hoặc tại vì họ đã đang thành công cho nên họ không thấy là lý do gì tôi phải thay đổi hết,22,22,22,0,0,0,0,0.0,True,[],[],[],,False
174,00174 SP 2,10:52.5,10:59.3,6.78s,cho nên cái bẫy của fixed mindset là như vậy đó khi mình gặp sập cái bảy của fixed mindset là thường là bởi vì mình đang thành công chứ không phải do mình thất bại đâu,cho nên cái bẫy của phích mai sét là như vậy đó khi mình gặp sập cái bãi của phít mai sết thường là bởi vì mình đang thành công chứ phải do mình thất bại đâu,37,37,30,6,1,1,8,0.21621621621621623,False,"[{""reference"": ""fixed mindset"", ""hypothesis"": ""mai sét"", ""reference_position"": [5, 7], ""hypothesis_position"": [6, 8], ""type"": ""substitution""}, {""reference"": ""bảy"", ""hypothesis"": ""bãi"", ""reference_position"": [16, 17], ""hypothesis_position"": [17, 18], ""type"": ""substitution""}, {""reference"": ""fixed mindset là"", ""hypothesis"": ""phít mai sết"", ""reference_position"": [18, 21], ""hypothesis_position"": [19, 22], ""type"": ""substitution""}]","[{""reference"": ""không"", ""hypothesis"": """", ""reference_position"": [30, 31], ""hypothesis_position"": [31, 31], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""phích"", ""reference_position"": [5, 5], ""hypothesis_position"": [5, 6], ""type"": ""insertion""}]",qwen tinh chỉnh chọn sai,True
175,00175 SP 1,11:00.3,11:01.1,0.76s,vậy thì,vậy thì,2,2,2,0,0,0,0,0.0,True,[],[],[],,False
176,00176 SP 1,11:01.6,11:04.5,2.94s,ví dụ bản thân của anh đi em muốn nghe một câu chuyện một lần,ví dụ bản thân của anh đi em muốn nghe một câu chuyện một lần,15,15,15,0,0,0,0,0.0,True,[],[],[],,False
177,00177 SP 1,11:04.8,11:09.7,4.84s,mà khi mình ngã rồi mình quay lại mình thấy ồ hóa ra mình đã fix nó cứng đến như vậy nó cứng lên mức là mình ngã,mà khi mình ngã rồi mình quay lại mình thấy ồ hóa ra mình đã nó cứng đến như vậy nó c ứng đến mức là mình ngả,28,28,24,3,1,1,5,0.17857142857142858,False,"[{""reference"": ""cứng lên"", ""hypothesis"": ""ứng đến"", ""reference_position"": [22, 24], ""hypothesis_position"": [22, 24], ""type"": ""substitution""}, {""reference"": ""ngã"", ""hypothesis"": ""ngả"", ""reference_position"": [27, 28], ""hypothesis_position"": [27, 28], ""type"": ""substitution""}]","[{""reference"": ""fix"", ""hypothesis"": """", ""reference_position"": [15, 16], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""c"", ""reference_position"": [22, 22], ""hypothesis_position"": [21, 22], ""type"": ""insertion""}]",,False
178,00178 SP 2,11:09.9,11:10.6,0.68s,ừm,ờm,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""ừm"", ""hypothesis"": ""ờm"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,False
179,00179 SP 2,11:11.5,11:12.5,1.04s,anh nghĩ là,anh nghĩ là,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
180,00180 SP 2,11:13.5,11:14.5,1.08s,bản thân anh cũng,bản thân anh cũng,4,4,4,0,0,0,0,0.0,True,[],[],[],,False
181,00181 SP 2,11:15.2,11:17.9,2.76s,nhiều rớt trong đó ví dụ như một cái trường hợp đi anh làm mà,nhiều rớt trong đó ví dụ như một cái trường hợp đi học anh làm mờ,15,16,14,1,0,1,2,0.13333333333333333,False,"[{""reference"": ""mà"", ""hypothesis"": ""mờ"", ""reference_position"": [14, 15], ""hypothesis_position"": [15, 16], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""học"", ""reference_position"": [12, 12], ""hypothesis_position"": [12, 13], ""type"": ""insertion""}]",asr sao,True
182,00182 SP 2,11:18.7,11:19.7,1.04s,anh làm hoa hậu hoàn vũ,anh làm hoa hoàn vũ,6,5,5,0,1,0,1,0.16666666666666666,False,[],"[{""reference"": ""hậu"", ""hypothesis"": """", ""reference_position"": [3, 4], ""hypothesis_position"": [3, 3], ""type"": ""deletion""}]",[],asr sai,True
183,00183 SP 2,11:21.4,11:22.0,0.60s,và,và,1,1,1,0,0,0,0,0.0,True,[],[],[],asr sai,True
184,00184 SP 2,11:22.8,11:25.9,3.14s,anh làm một số chương trình thực tế với unimedia,anh làm một số chương trình thực tế với unimedia,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
185,00185 SP 2,11:26.9,11:32.5,5.61s,thì lúc mà anh tin anh tin một cái điểm là khán giả họ cần thêm những yếu tố có tính kiến thức thông tin,thì lúc mà anh tin anh tên một cái điểm là khán giả họ cần thêm những yếu tố có tính kiến thức thông tin,25,25,24,1,0,0,1,0.04,False,"[{""reference"": ""tin"", ""hypothesis"": ""tên"", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 7], ""type"": ""substitution""}]",[],[],,False
186,00186 SP 2,11:33.1,11:34.6,1.56s,vào trong những chương trình giải trí,vào trong những chương trình giải trí,7,7,7,0,0,0,0,0.0,True,[],[],[],,False
187,00187 SP 2,11:35.5,11:38.0,2.44s,và anh nghĩ là à ok mình có thể mang đến cái giá trị đó được,và anh nghĩ là à ok mình có thể mang đến cái giá trị đó được,16,16,16,0,0,0,0,0.0,True,[],[],[],asr thiếu,True
188,00188 SP 2,11:38.5,11:39.1,0.58s,thì,thì,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
189,00189 SP 2,11:39.5,11:42.9,3.42s,anh mới gọi là nhúng tay vào trực tiếp các chương trình để anh,anh mới gọi là nhúng tay vào trực tiếp các chương trình để anh,14,14,14,0,0,0,0,0.0,True,[],[],[],,False
190,00190 SP 2,11:43.2,11:45.2,1.96s,mang thêm nhiều cái yếu tố nó học thuật hơn chút xíu,mang thêm nhiều cái yếu tố học thuật hơn chút xíu,12,11,11,0,1,0,1,0.08333333333333333,False,[],"[{""reference"": ""nó"", ""hypothesis"": """", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}]",[],,False
191,00191 SP 2,11:46.6,11:51.5,4.89s,ví dụ như anh ra đề cho chương trình việt nam why not đi chẳng hạn hoặc là những cái đề bài của cuộc thi,thí dụ như anh ra đề cho chương trình việt nam quay nó đi chẳng hạn hoặc là những cái đề bài của cuộc thi,25,25,22,3,0,0,3,0.12,False,"[{""reference"": ""ví"", ""hypothesis"": ""thí"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}, {""reference"": ""why not"", ""hypothesis"": ""quay nó"", ""reference_position"": [11, 13], ""hypothesis_position"": [11, 13], ""type"": ""substitution""}]",[],[],asr sai với tiếng anh,True
192,00192 SP 2,11:51.9,11:58.2,6.32s,hoa hậu hoàn vũ việt nam mà mọi người thấy cái chương trình truyền thực tế thì có những câu debate sẽ câu câu ứng xử thì thường là anh sẽ đặt đề vào,hoa hậu hoàn vũ việt nam mọi người thấy cái chương trình quỳnh lịch tế có những câu đi bây câu ứng xử thì thường là anh sẽ đặt đề vào,34,31,27,4,3,0,7,0.20588235294117646,False,"[{""reference"": ""truyền thực"", ""hypothesis"": ""quỳnh lịch"", ""reference_position"": [13, 15], ""hypothesis_position"": [12, 14], ""type"": ""substitution""}, {""reference"": ""debate sẽ"", ""hypothesis"": ""đi bây"", ""reference_position"": [20, 22], ""hypothesis_position"": [18, 20], ""type"": ""substitution""}]","[{""reference"": ""mà"", ""hypothesis"": """", ""reference_position"": [6, 7], ""hypothesis_position"": [6, 6], ""type"": ""deletion""}, {""reference"": ""thì"", ""hypothesis"": """", ""reference_position"": [16, 17], ""hypothesis_position"": [15, 15], ""type"": ""deletion""}, {""reference"": ""câu"", ""hypothesis"": """", ""reference_position"": [22, 23], ""hypothesis_position"": [20, 20], ""type"": ""deletion""}]",[],asr sai tiếng anh,True
193,00193 SP 2,11:58.7,12:00.8,2.10s,thì trong đó có những cái mà anh nghĩ là,thì trong đó có những cái mà anh nghĩ là,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
194,00194 SP 2,12:01.1,12:03.1,2.00s,mình mình cũng tự hào là mình làm được,mình mình cũng tự hào là mình làm được,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
195,00195 SP 2,12:03.6,12:05.1,1.52s,mang được thêm cái giá trị kiến thức,mà mang được thêm cái giá trị kiến thức,8,9,8,0,0,1,1,0.125,False,[],[],"[{""reference"": """", ""hypothesis"": ""mà"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}]",,False
196,00196 SP 2,12:05.5,12:07.3,1.82s,nhưng có những cái anh cũng thấy là à okay,nhưng có những cái anh cũng thấy là hà ok,10,10,8,2,0,0,2,0.2,False,"[{""reference"": ""à okay"", ""hypothesis"": ""hà ok"", ""reference_position"": [8, 10], ""hypothesis_position"": [8, 10], ""type"": ""substitution""}]",[],[],asr sai,True
197,00197 SP 2,12:07.7,12:08.4,0.74s,đôi khi nó,đôi khi nấu,3,3,2,1,0,0,1,0.3333333333333333,False,"[{""reference"": ""nó"", ""hypothesis"": ""nấu"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],[],,False
198,00198 SP 2,12:08.9,12:09.6,0.76s,hàn lâm quá,hàng lăm quá,3,3,1,2,0,0,2,0.6666666666666666,False,"[{""reference"": ""hàn lâm"", ""hypothesis"": ""hàng lăm"", ""reference_position"": [0, 2], ""hypothesis_position"": [0, 2], ""type"": ""substitution""}]",[],[],asr sai,True
199,00199 SP 2,12:10.3,12:13.1,2.72s,nó học thuật quá lại không phải là cái phù hợp cho giải trí,nó học thuật quá lại không phải là cái phù hợp cho giải trí,14,14,14,0,0,0,0,0.0,True,[],[],[],,False
200,00200 SP 2,12:13.5,12:16.9,3.34s,và cuối cùng là khán giả họ còn không cảm thấy đủ hứng thú để coi,và cuối cùng là khán giả họ còn không cảm thấy đủ hứng thú để coi,16,16,16,0,0,0,0,0.0,True,[],[],[],,False
201,00201 SP 2,12:17.3,12:20.1,2.79s,thì lấy gì để mà người ta tiếp nhận cái kiến thức mà mình muốn truyền tải,thì lấy gì để mà người ta tiếp nhận cái kiến thức mà mình muốn truyền tải,17,17,17,0,0,0,0,0.0,True,[],[],[],,False
202,00202 SP 2,12:20.5,12:22.3,1.82s,cho nên trước khi mình muốn nói tới những cái học thuật,cho nên trước khi mình muốn nói đến những cái học thuật,12,12,11,1,0,0,1,0.08333333333333333,False,"[{""reference"": ""tới"", ""hypothesis"": ""đến"", ""reference_position"": [7, 8], ""hypothesis_position"": [7, 8], ""type"": ""substitution""}]",[],[],,False
203,00203 SP 2,12:22.9,12:25.3,2.40s,thì mình phải học được cách làm giải trí đã,thì mình phải học được cách làm giải trí đã,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
204,00204 SP 2,12:26.4,12:32.1,5.70s,và để học được cách làm giải trí thì đó thay vì anh chỉ nhảy vô anh đưa yếu tố học thuật vào thì đầu tiên anh phải mở ra đến,và để học được cách làm giải trí đó thay vì anh chỉ nhảy vô anh đưa yếu tố học thuật tạp thì đầu tiên anh phải mở ra để unk,31,31,28,2,1,1,4,0.12903225806451613,False,"[{""reference"": ""vào"", ""hypothesis"": ""tạp"", ""reference_position"": [22, 23], ""hypothesis_position"": [21, 22], ""type"": ""substitution""}, {""reference"": ""đến"", ""hypothesis"": ""unk"", ""reference_position"": [30, 31], ""hypothesis_position"": [30, 31], ""type"": ""substitution""}]","[{""reference"": ""thì"", ""hypothesis"": """", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 8], ""type"": ""deletion""}]","[{""reference"": """", ""hypothesis"": ""để"", ""reference_position"": [30, 30], ""hypothesis_position"": [29, 30], ""type"": ""insertion""}]",,False
205,00205 SP 2,12:32.5,12:33.9,1.38s,kiếm một cái đội ngũ làm giải trí tốt,kiếm một cái đội ngũ làm giải trí tốt,9,9,9,0,0,0,0,0.0,True,[],[],[],,False
206,00206 SP 2,12:34.5,12:40.5,5.92s,nên sau đó anh mới thay đổi cái công thức vận chuyển thực tế của tụi anh lại ngày xưa thì anh gom cái đó lại để trong nhà anh tự làm thôi,nên sau đó anh mới thay đổi cái công thức bàn chuyển thực tế của tụi anh lại ngày xưa thì anh gom cái đó lại để trong nhà anh tự làm thôi,33,33,32,1,0,0,1,0.030303030303030304,False,"[{""reference"": ""vận"", ""hypothesis"": ""bàn"", ""reference_position"": [10, 11], ""hypothesis_position"": [10, 11], ""type"": ""substitution""}]",[],[],asr sai do tiếng thu hơi khó nghe,True
207,00207 SP 2,12:40.9,12:41.6,0.78s,mọi thứ anh tự,mọi thứ tương tự,4,4,3,1,0,0,1,0.25,False,"[{""reference"": ""anh"", ""hypothesis"": ""tương"", ""reference_position"": [2, 3], ""hypothesis_position"": [2, 3], ""type"": ""substitution""}]",[],[],,False
208,00208 SP 2,12:42.3,12:44.9,2.62s,xây dựng hết và anh cố gắng làm cho nó,xây dựng hết và anh cố gắng làm cho nó,10,10,10,0,0,0,0,0.0,True,[],[],[],,False
209,00209 SP 2,12:45.3,12:48.3,3.02s,anh dùng từ là có giá trị nhất theo cái cách nghĩ của mình đó là hàn lâm,anh dùng từ là có giá trị nhất theo cái cách nghĩ của mình đó là hàn lâm,18,18,18,0,0,0,0,0.0,True,[],[],[],từ tiếng việt sai hàn lầm => hàng lâm,True
210,00210 SP 2,12:48.8,12:51.7,2.90s,nhưng mà sau đó thì bây giờ anh bỏ cái suy nghĩ rồi,nhưng mà sau đó thì bị ện bởi cái suy nghĩ rồi,13,12,9,3,1,0,4,0.3076923076923077,False,"[{""reference"": ""bây giờ anh"", ""hypothesis"": ""bị ện bởi"", ""reference_position"": [5, 8], ""hypothesis_position"": [5, 8], ""type"": ""substitution""}]","[{""reference"": ""bỏ"", ""hypothesis"": """", ""reference_position"": [8, 9], ""hypothesis_position"": [8, 8], ""type"": ""deletion""}]",[],,False
211,00211 SP 1,12:52.9,12:55.4,2.48s,không à cá nhân em theo dõi qua mấy mùa thì thấy,không à cá nhân em theo dõi qua mấy mùa thì thấy,12,12,12,0,0,0,0,0.0,True,[],[],[],,False
212,00212 SP 1,12:55.8,12:58.5,2.71s,chương trình truyền hình thực tế của hoàn vũ đi cũng có nhiều thay đổi thật,chương trình truyền hình thực tế của hoa hậu bạn vũ đi cũng có nhiều thay đổi thật,16,18,15,1,0,2,3,0.1875,False,"[{""reference"": ""hoàn"", ""hypothesis"": ""bạn"", ""reference_position"": [7, 8], ""hypothesis_position"": [9, 10], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""hoa hậu"", ""reference_position"": [7, 7], ""hypothesis_position"": [7, 9], ""type"": ""insertion""}]",asr sai,True
213,00213 SP 2,12:57.7,12:58.1,0.36s,ừ,ừ,1,1,1,0,0,0,0,0.0,True,[],[],[],,False
214,00214 SP 2,12:58.6,12:59.0,0.38s,yeah,giờ,1,1,0,1,0,0,1,1.0,False,"[{""reference"": ""yeah"", ""hypothesis"": ""giờ"", ""reference_position"": [0, 1], ""hypothesis_position"": [0, 1], ""type"": ""substitution""}]",[],[],,True
215,00215 SP 2,12:59.3,13:01.9,2.58s,và cũng có những thay đổi để mà được tới ngày hôm nay,và cũng có những thay đổi để mà được tới ngày hôm nay,13,13,13,0,0,0,0,0.0,True,[],[],[],,False
216,00216 SP 2,13:02.2,13:05.5,3.30s,thì chắc chắn là nó cũng có những thay đổi mà anh đã tự thấy là anh sai rồi đó,thì chắc chắn là nó cũng có những thay đổi mà anh đã tự thấy là anh sai rồi đó,20,20,20,0,0,0,0,0.0,True,[],[],[],,False
217,00217 SP 2,13:06.1,13:09.9,3.82s,và chắc mọi người không biết nhưng ekip của anh lại hiểu rất rõ cái quá trình đó,và chắc mọi người không biết nhưng ekip của anh lại hiểu rất rõ cái quá trình đó,18,18,18,0,0,0,0,0.0,True,[],[],[],,False
218,00218 SP 1,13:10.7,13:13.7,3.00s,sau cái phần trả lời này là khán giả sẽ ồ a ekip của anh hỏi,sau cái phần trả lời này là khán giả sẽ ùa vài ekip của anh hỏi,16,16,14,2,0,0,2,0.125,False,"[{""reference"": ""ồ a"", ""hypothesis"": ""ùa vài"", ""reference_position"": [10, 12], ""hypothesis_position"": [10, 12], ""type"": ""substitution""}]",[],[],,False
219,00219 SP 1,13:14.1,13:14.8,0.64s,em nghĩ thế,em nghĩ thế,3,3,3,0,0,0,0,0.0,True,[],[],[],,False
220,00220 SP 1,13:15.1,13:19.6,4.53s,tại vì mọi người cảm thấy rằng là cho ceo bảo hoàng sai họ kiểu,xem tại vì mọi người cảm thấy rằng là chòi xi hô bảo hoàng sai họ kiểu,15,17,13,2,0,2,4,0.26666666666666666,False,"[{""reference"": ""cho ceo"", ""hypothesis"": ""xi hô"", ""reference_position"": [8, 10], ""hypothesis_position"": [10, 12], ""type"": ""substitution""}]",[],"[{""reference"": """", ""hypothesis"": ""xem"", ""reference_position"": [0, 0], ""hypothesis_position"": [0, 1], ""type"": ""insertion""}, {""reference"": """", ""hypothesis"": ""chòi"", ""reference_position"": [8, 8], ""hypothesis_position"": [9, 10], ""type"": ""insertion""}]",,False
